HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_00219,5,Q6PH81 Q14865 Q8IUE6 Q96RY5 Q99880 Q8TBE0 Q3T8J9 Q8N108 Q96A08 P0C0S5 Q7Z3K6,C16orf87 ARID5B H2AC21 CRAMP1 H2BC13 BAHD1 GON4L MIER1 H2BC1 H2AZ1 MIER3
HuMAP2_00220,4,Q6UN15 Q9UKF6 Q10570 Q9C0J8 O95639 Q9P2I0 Q92876,FIP1L1 CPSF3 CPSF1 WDR33 CPSF4 CPSF2 KLK6
HuMAP2_00221,4,P47985 O95299 Q6JQN1 P05023 O95168 P49821 Q9NZM1,UQCRFS1 NDUFA10 ACAD10 ATP1A1 NDUFB4 NDUFV1 MYOF
HuMAP2_00222,4,Q9Y6Y8 Q13049,SEC23IP TRIM32
HuMAP2_00223,2,Q9H6D8 Q6NUK4,FNDC4 REEP3
HuMAP2_00224,5,Q9BYZ6 O95704,RHOBTB2 APBB3
HuMAP2_00225,5,Q9P0M2 Q86TB9 Q9Y4Y9 P62312 Q9Y253 Q9UK45 O15116 Q9Y333 O95777 Q9Y4Z0 P62310,AKAP7 PATL1 LSM5 LSM6 POLH LSM7 LSM1 LSM2 LSM8 LSM4 LSM3
HuMAP2_00226,4,Q7L266 P80217 Q13287,ASRGL1 IFI35 NMI
HuMAP2_00227,3,Q9Y5B9 O76094,SUPT16H SRP72
HuMAP2_00228,2,P25685 Q9UDY4,DNAJB1 DNAJB4
HuMAP2_00229,3,Q13813 Q01082 O15020 Q09666 O75369 P11277,SPTAN1 SPTBN1 SPTBN2 AHNAK FLNB SPTB
HuMAP2_00230,4,P52597 Q9UKA9,HNRNPF PTBP2
HuMAP2_00231,2,Q9UNF1 O95467 P38405,MAGED2 GNAS GNAL
HuMAP2_00232,5,P0DPB5 Q9H9Y6 Q3B726 Q9P1U0 O15160 O95602 Q9Y2Y1 O15446 Q9GZS1 P61218 Q9UHW5 Q9NYV6,POLR1D POLR1B POLR1F POLR1H POLR1C POLR1A POLR3K POLR1G POLR1E POLR2F GPN3 RRN3
HuMAP2_00233,2,Q9HB71 Q14011,CACYBP CIRBP
HuMAP2_00234,3,Q3SYB3 Q96EW2 O60548,FOXD4L6 HSPBAP1 FOXD2
HuMAP2_00235,4,Q8WXX5 Q9UHB9 P37108 P61011 P09132 O76094 P49458,DNAJC9 SRP68 SRP14 SRP54 SRP19 SRP72 SRP9
HuMAP2_00236,3,Q9BZE4 Q9UKD2 Q9NVP1,GTPBP4 MRTO4 DDX18
HuMAP2_00237,4,O14556 P04406 Q9UK76,GAPDHS GAPDH JPT1
HuMAP2_00238,4,P29373 Q9UID3 Q96JG6 Q8N1B4 Q5VIR6 Q9P1Q0 Q53HC9,CRABP2 VPS51 VPS50 VPS52 VPS53 VPS54 EIPR1
HuMAP2_00239,3,O43439 Q9NQX0,CBFA2T2 PRDM6
HuMAP2_00240,5,A2RU67 Q15012 Q5TB30 Q96GQ5 Q7Z6J6 O14678,FAM234B LAPTM4A DEPDC1 RUSF1 FRMD5 ABCD4
HuMAP2_00241,5,Q9H492 Q15649 Q9UHK0 Q05329,MAP1LC3A ZNHIT3 NUFIP1 GAD2
HuMAP2_00242,3,O15156 Q6NUJ5 Q7Z4N8,ZBTB7B PWWP2B P4HA3
HuMAP2_00243,4,Q5XKK7 O75648,FAM219B TRMU
HuMAP2_00244,4,Q32P51 C9JRZ8 O60218 P51553 P07195 P00338 Q16831 P84085,HNRNPA1L2 AKR1B15 AKR1B10 IDH3G LDHB LDHA UPP1 ARF5
HuMAP2_00245,2,Q9BYM8 Q96EP0,RBCK1 RNF31
HuMAP2_00246,5,Q8IZ69 Q9H444 P25205,TRMT2A CHMP4B MCM3
HuMAP2_00247,5,Q8WUM9 Q9Y5Y0 Q29983,SLC20A1 FLVCR1 MICA
HuMAP2_00248,4,Q6NXP2 P61019 P51149 P61106 Q8WUD1 P61224,GARIN1A RAB2A RAB7A RAB14 RAB2B RAP1B
HuMAP2_00249,5,Q9NX47 Q9UQV4 Q9HC98 Q8TDX7,MARCHF5 LAMP3 NEK6 NEK7
HuMAP2_00250,5,Q8NE28 Q9BUZ4 Q96L34 P17980 Q15723 Q9Y3S1,STKLD1 TRAF4 MARK4 PSMC3 ELF2 WNK2
HuMAP2_00251,4,P54753 P98172 P54760 P52799 O75056,EPHB3 EFNB1 EPHB4 EFNB2 SDC3
HuMAP2_00252,4,Q9UNT1 Q8IZ41,RABL2B RASEF
HuMAP2_00253,2,Q8TCT1 Q8WVB6,PHOSPHO1 CHTF18
HuMAP2_00254,5,Q53H82 Q9UBQ7 Q9NQR4,LACTB2 GRHPR NIT2
HuMAP2_00255,2,Q9H190 Q86V86,SDCBP2 PIM3
HuMAP2_00256,5,Q13936 Q8N7R7 Q00536 Q00537 Q8ND76,CACNA1C CCNYL1 CDK16 CDK17 CCNY
HuMAP2_00257,5,Q96R06 Q05D60 Q86XP1 Q99440,SPAG5 DEUP1 DGKH LINC01587
HuMAP2_00258,4,Q96PV7 O60662 Q9UPQ4 Q9UDY6,FAM193B KLHL41 TRIM35 TRIM10
HuMAP2_00259,2,Q8NC51 P23246,SERBP1 SFPQ
HuMAP2_00260,5,Q8N1E6 Q8N5M4,FBXL14 TTC9C
HuMAP2_00261,4,Q96RW7 Q9UBR1 P35573,HMCN1 UPB1 AGL
HuMAP2_00262,2,Q86SE9 Q8WXX7 Q9HAH7,PCGF5 AUTS2 FBRS
HuMAP2_00263,5,Q9C0B9 Q9UHQ7 Q9H871 Q9Y581 O43464 Q9UGM6 Q00978 O60381,ZCCHC2 TCEAL9 RMND5A INSL6 HTRA2 WARS2 IRF9 HBP1
HuMAP2_00264,4,Q5T0L3 Q1L5Z9 Q14C86 Q9Y343 Q96L94 P50747,SPATA46 LONRF2 GAPVD1 SNX24 SNX22 HLCS
HuMAP2_00265,2,Q562E7 Q14508,WDR81 WFDC2
HuMAP2_00266,4,A6NH21 P56270,SERINC4 MAZ
HuMAP2_00267,4,Q92843 Q96KP6 Q96LC9,BCL2L2 TNIP3 BMF
HuMAP2_00268,1,Q8TDQ7 P46926,GNPDA2 GNPDA1
HuMAP2_00269,4,Q9NPJ3 O14662 Q9NRW7 Q8N0X7 Q8N4P3,ACOT13 STX16 VPS45 SPART HDDC3
HuMAP2_00270,4,Q9Y5F0 Q9Y5F1 Q9Y5F2 Q9Y5E2 Q8N394,PCDHB13 PCDHB12 PCDHB11 PCDHB7 TMTC2
HuMAP2_00271,4,Q8N6S4 O94919 Q9BRK0 O43597 P56539,ANKRD13C ENDOD1 REEP2 SPRY2 CAV3
HuMAP2_00272,4,Q9NVM6 Q0VDF9 Q99543 Q86UK7 Q8NBJ7 Q9BY44 O60869,DNAJC17 HSPA14 DNAJC2 ZNF598 SUMF2 EIF2A EDF1
HuMAP2_00273,4,P03915 P03905 O75380 P56181 P51970 O95169 O75438,MT-ND5 MT-ND4 NDUFS6 NDUFV3 NDUFA8 NDUFB8 NDUFB1
HuMAP2_00274,5,Q96NX9 Q9UI36,DACH2 DACH1
HuMAP2_00275,2,Q99848 Q8TDN6 O75683 Q9Y3B9 Q9GZR7 O00567 O60832 Q9H7B2 Q9Y221 Q15050 Q9BRT6,EBNA1BP2 BRIX1 SURF6 RRP15 DDX24 NOP56 DKC1 RPF2 NIP7 RRS1 LLPH
HuMAP2_00276,4,Q9Y2V2 Q16658 P36551 P14618,CARHSP1 FSCN1 CPOX PKM
HuMAP2_00277,3,Q9HBZ2 P81133 Q14190,ARNT2 SIM1 SIM2
HuMAP2_00278,4,Q96S16 P30101 P05111 P27797,JMJD8 PDIA3 INHA CALR
HuMAP2_00279,5,Q9NW61 Q8N4B1 P32019 Q6ICB4 Q9H257 Q01968,PLEKHJ1 PHETA1 INPP5B PHETA2 CARD9 OCRL
HuMAP2_00280,2,Q96HE7 Q86YB8,ERO1A ERO1B
HuMAP2_00281,4,Q6UWI4 Q9H7Z7,SHISA2 PTGES2
HuMAP2_00282,4,O15165 Q8IYW5,LDLRAD4 RNF168
HuMAP2_00283,5,Q9HB09 Q13794 Q16611 Q07820 Q96PG8 Q07812,BCL2L12 PMAIP1 BAK1 MCL1 BBC3 BAX
HuMAP2_00284,2,Q9BQE3 Q9BUF5,TUBA1C TUBB6
HuMAP2_00285,4,P34896 P42785 P04181,SHMT1 PRCP OAT
HuMAP2_00286,4,P57060 P35749 Q00013,RWDD2B MYH11 MPP1
HuMAP2_00287,5,Q16850 Q9Y6I9 Q13370 Q9BSJ8 Q9Y394 Q9HCU5 Q9Y4P3 Q4KMQ2,CYP51A1 TEX264 PDE3B ESYT1 DHRS7 PREB TBL2 ANO6
HuMAP2_00288,2,Q9UKV8 Q9UL18 Q9H9G7,AGO2 AGO1 AGO3
HuMAP2_00289,5,Q96A70 O95190,AZIN2 OAZ2
HuMAP2_00290,2,Q96C28 Q8N2E6,ZNF707 TOR2A
HuMAP2_00291,2,Q8IXI1 P0CG48,RHOT2 UBC
HuMAP2_00292,4,Q9BPU6 Q16555 O14531 Q01581 Q14195 Q14194 Q9H2H8 Q12860 Q9BVM4 O00762 Q13867,DPYSL5 DPYSL2 DPYSL4 HMGCS1 DPYSL3 CRMP1 PPIL3 CNTN1 GGACT UBE2C BLMH
HuMAP2_00293,4,Q8NCR0 Q9H2A9,B3GALNT2 CHST8
HuMAP2_00294,5,Q9C086 Q9Y230 Q8NBZ0 Q53TQ3 Q6ICG8 Q6PI98 Q9ULG1 Q6P4R8 Q9H9F9 Q9Y5K5 Q9H981 P0C1Z6 Q9BVM2 P25490,INO80B RUVBL2 INO80E INO80D WBP2NL INO80C INO80 NFRKB ACTR5 UCHL5 ACTR8 TFPT DPCD YY1
HuMAP2_00295,4,Q9H4A6 Q96IJ6,GOLPH3 GMPPA
HuMAP2_00296,4,Q9ULW2 O60447,FZD10 EVI5
HuMAP2_00297,4,Q9NWM8 Q96K19 O94905 O75477 Q7Z5B4,FKBP14 RNF170 ERLIN2 ERLIN1 RIC3
HuMAP2_00298,4,Q96HR9 P31785,REEP6 IL2RG
HuMAP2_00299,5,Q9C0C2 Q9HC44 Q9UKZ1 O15063 Q9BXU3 Q96LI5 Q9H9A5 P60321 Q9ULM6 A5YKK6 Q9NZN8 Q8N443 Q9UIV1 Q92600 Q9UFF9 O75175 Q14106 Q14201 Q9UPR3 P09237 P50616 Q5W0B1,TNKS1BP1 GPBP1L1 CNOT11 GARRE1 TEX13A CNOT6L CNOT10 NANOS2 CNOT6 CNOT1 CNOT2 RIBC1 CNOT7 CNOT9 CNOT8 CNOT3 TOB2 BTG3 SMG5 MMP7 TOB1 OBI1
HuMAP2_00300,2,O76021 Q5JTH9 Q92522,RSL1D1 RRP12 H1-10
HuMAP2_00301,4,O75531 Q29RF7 O60216 Q96FF9 Q14683 Q8N3U4 Q8WVM7 Q9NTI5 Q8NDV3 Q9UQE7,BANF1 PDS5A RAD21 CDCA5 SMC1A STAG2 STAG1 PDS5B SMC1B SMC3
HuMAP2_00302,4,Q9Y6Q1 Q8WXH0,CAPN6 SYNE2
HuMAP2_00303,2,O60825 Q16877 Q16875,PFKFB2 PFKFB4 PFKFB3
HuMAP2_00304,2,P09132 P61011,SRP19 SRP54
HuMAP2_00305,3,Q02252 P05091 P12955 P23368,ALDH6A1 ALDH2 PEPD ME2
HuMAP2_00306,5,Q8IUX1 Q9NPL8 Q8WUH6 Q9Y375 P03905 O95298 O43674 Q9BQ95 Q9H845 Q5T2R2 O43736 Q9GZY4,TMEM126B TIMMDC1 TMEM263 NDUFAF1 MT-ND4 NDUFC2 NDUFB5 ECSIT ACAD9 PDSS1 ITM2A COA1
HuMAP2_00307,4,Q9HAV7 Q9H8W5 Q8WX93 O14732 Q9BQP7,GRPEL1 TRIM45 PALLD IMPA2 MGME1
HuMAP2_00308,5,Q7Z3J3 O60496,RGPD4 DOK2
HuMAP2_00309,1,Q9NPI6 Q96F86,DCP1A EDC3
HuMAP2_00310,5,Q9HCE5 Q5T200 Q8NDT2 Q86U44 Q8N7E2 Q75N03 Q69YN4 Q96T37 Q15007,METTL14 ZC3H13 RBM15B METTL3 CBLL2 CBLL1 VIRMA RBM15 WTAP
HuMAP2_00311,5,Q53H80 Q9H9L7 Q9P0P0 P49720,AKIRIN2 AKIRIN1 RNF181 PSMB3
HuMAP2_00312,4,Q9HC97 Q6S8J3 Q01524 O15305 Q92871,GPR35 POTEE DEFA6 PMM2 PMM1
HuMAP2_00313,4,Q5TCY1 O15381,TTBK1 NVL
HuMAP2_00314,2,Q8IYS8 Q96IK1,BOD1L2 BOD1
HuMAP2_00315,5,P0C0S8 Q9NTX7 Q86WJ1 P18887 Q9UGN5 P06746 P49916 Q96T60 P20585 Q8IW19 Q14527 Q7Z2E3 Q92934,H2AC11;H2AC13;H2AC15;H2AC16;H2AC17 RNF146 CHD1L XRCC1 PARP2 POLB LIG3 PNKP MSH3 APLF HLTF APTX BAD
HuMAP2_00316,4,O15460 Q96AY4,P4HA2 TTC28
HuMAP2_00317,5,Q9NYA1 Q9H2H8 Q9BVM4 O00762 Q9NQC7 Q7Z4W1 P16152,SPHK1 PPIL3 GGACT UBE2C CYLD DCXR CBR1
HuMAP2_00318,4,O60231 Q9BRD0 Q92917,DHX16 BUD13 GPKOW
HuMAP2_00319,5,Q9NRR8 Q99797,CDC42SE1 MIPEP
HuMAP2_00320,2,Q8IWT3 O15151 P04637,CUL9 MDM4 TP53
HuMAP2_00321,1,Q86YD7 O60885 Q15059 A8MXJ8 D6RGX4,FAM90A1 BRD4 BRD3 FAM90A5P FAM90A26
HuMAP2_00322,5,Q8IZQ1 Q9BX84,WDFY3 TRPM6
HuMAP2_00323,4,O75150 Q9UHA7 Q5VTR2 Q9BTA9,RNF40 IL36A RNF20 WAC
HuMAP2_00324,4,O00459 O95340 Q9UET6 Q16543 Q9NNW5 O15116,PIK3R2 PAPSS2 FTSJ1 CDC37 WDR6 LSM1
HuMAP2_00325,5,Q6DKI1 Q9GZL7 Q14137 O00541 P22492 O15381,RPL7L1 WDR12 BOP1 PES1 H1-6 NVL
HuMAP2_00326,2,Q8WUD4 Q96NB3 Q9BZJ0 Q9P013 O60508 Q9HCS7 Q9ULR0 Q13573 Q9UNP9 O95926 O60306,CCDC12 ZNF830 CRNKL1 CWC15 CDC40 XAB2 ISY1 SNW1 PPIE SYF2 AQR
HuMAP2_00327,2,Q9P2S5 Q8N4P3,WRAP73 HDDC3
HuMAP2_00328,3,Q2KHM9 Q96M89 Q9Y2D8 Q9UPN4 Q96NB1 Q1MSJ5 Q8WXW3 O75665,KIAA0753 CCDC138 SSX2IP CEP131 CEP20 CSPP1 PIBF1 OFD1
HuMAP2_00329,1,P53611 Q7Z6K3,RABGGTB PTAR1
HuMAP2_00330,5,Q2PZI1 P28908 Q13114 P61599 Q86XR8,DPY19L1 TNFRSF8 TRAF3 NAA20 CEP57
HuMAP2_00331,4,Q969S0 Q99679 Q7Z2K6,SLC35B4 GPR21 ERMP1
HuMAP2_00332,4,P29218 O14737 Q8NHP8 P46199 Q9H2U2,IMPA1 PDCD5 PLBD2 MTIF2 PPA2
HuMAP2_00333,5,Q68CZ1 Q96KN7 Q5VSY0 O75161 O15259 O43924 P51957 Q92834,RPGRIP1L RPGRIP1 GKAP1 NPHP4 NPHP1 PDE6D NEK4 RPGR
HuMAP2_00334,4,Q96F63 Q6ZW49 Q6PID6,CCDC97 PAXIP1 TTC33
HuMAP2_00335,5,Q9BU19 P42224 P52630 Q9UGM6 Q00978 Q86TI2,ZNF692 STAT1 STAT2 WARS2 IRF9 DPP9
HuMAP2_00336,4,Q9NQZ5 Q7Z7F0,STARD7 KHDC4
HuMAP2_00337,5,Q9P2N6 Q9H7Z6 Q8N5Y2 Q9HCI7 Q68DK7 P0C860,KANSL3 KAT8 MSL3 MSL2 MSL1 MSL3P1
HuMAP2_00338,2,Q7Z6V5 Q96EY9,ADAT2 ADAT3
HuMAP2_00339,5,Q7Z6K3 O15498 Q969G6,PTAR1 YKT6 RFK
HuMAP2_00340,1,Q12906 Q12905 Q96KR1,ILF3 ILF2 ZFR
HuMAP2_00341,2,P68371 P07437,TUBB4B TUBB
HuMAP2_00342,2,Q6YP21 O95394,KYAT3 PGM3
HuMAP2_00343,5,P26232 P35221 P35222 Q9Y6N8,CTNNA2 CTNNA1 CTNNB1 CDH10
HuMAP2_00344,4,Q16760 Q99689,DGKD FEZ1
HuMAP2_00345,2,A6NGE4 Q5TAQ9,DCAF8L1 DCAF8
HuMAP2_00346,4,Q8TDR4 Q9NQ89 P08887 Q8TEA7,TCP10L FERRY3 IL6R TBCK
HuMAP2_00347,5,Q86VP1 Q9Y6C2 O75145 O43318 O94941 Q86XR8 Q9NYJ8 Q15750 Q8N5C8,TAX1BP1 EMILIN1 PPFIA3 MAP3K7 UBOX5 CEP57 TAB2 TAB1 TAB3
HuMAP2_00348,2,P21283 P07741,ATP6V1C1 APRT
HuMAP2_00349,4,P54727 O14908 P22033 O75390,RAD23B GIPC1 MMUT CS
HuMAP2_00350,2,Q15170 Q9Y4C1 P51784,TCEAL1 KDM3A USP11
HuMAP2_00351,5,O95870 Q15833 Q8IWZ3 P51172 P30084 O75558 P12429 O75521,ABHD16A STXBP2 ANKHD1 SCNN1D ECHS1 STX11 ANXA3 ECI2
HuMAP2_00352,4,O00470 O14770,MEIS1 MEIS2
HuMAP2_00353,5,Q9Y620 Q9HCH3 Q9Y252,RAD54B CPNE5 RNF6
HuMAP2_00354,2,Q9Y3D0 O76071 Q96T76,CIAO2B CIAO1 MMS19
HuMAP2_00355,2,P42704 Q9GZT3,LRPPRC SLIRP
HuMAP2_00356,5,Q5H9E4 Q96C01 A6NFN3 Q99801 Q8N4S7 Q12887 Q5TH74,SLC25A53 FAM136A RBFOX3 NKX3-1 PAQR4 COX10 STPG1
HuMAP2_00357,4,A6H8Z2 Q8TDY2 Q9BSB4,FAM221B RB1CC1 ATG101
HuMAP2_00358,3,Q9HAV7 P38646 Q15366,GRPEL1 HSPA9 PCBP2
HuMAP2_00359,2,Q86VM9 P52298 P42285 Q13523 Q9BXP5,ZC3H18 NCBP2 MTREX PRP4K SRRT
HuMAP2_00360,1,Q99956 Q16829,DUSP9 DUSP7
HuMAP2_00361,4,Q8WWV3 Q96GJ1 Q5VZM2 Q8NI37 P53004,RTN4IP1 TRMT2B RRAGB PPTC7 BLVRA
HuMAP2_00362,2,Q9BYG4 Q05513,PARD6G PRKCZ
HuMAP2_00363,5,Q17RB8 P42126 P07602 Q9H1K1 P00390,LONRF1 ECI1 PSAP ISCU GSR
HuMAP2_00364,5,Q92628 Q3SYB3 Q96EW2 Q99675 Q9NZR2 O60548,KIAA0232 FOXD4L6 HSPBAP1 CGRRF1 LRP1B FOXD2
HuMAP2_00366,5,Q9UHW9 Q9Y666,SLC12A6 SLC12A7
HuMAP2_00367,2,Q9HCM3 P09382 P17931,KIAA1549 LGALS1 LGALS3
HuMAP2_00368,4,P49327 P27708,FASN CAD
HuMAP2_00369,5,Q6PID8 Q9UKK9 Q9NP81 Q53H96 Q96C36 P32322 Q96BD8,KLHDC10 NUDT5 SARS2 PYCR3 PYCR2 PYCR1 SKA1
HuMAP2_00370,4,Q13387 Q9UPT6,MAPK8IP2 MAPK8IP3
HuMAP2_00371,5,Q5JSL3 Q96BY6 Q9BZ29 O43583 Q9H8K7,DOCK11 DOCK10 DOCK9 DENR PAAT
HuMAP2_00372,4,Q96JB3 Q66K89,HIC2 E4F1
HuMAP2_00373,5,Q9UM82 Q15390 Q14314,SPATA2 MTFR1 FGL2
HuMAP2_00374,5,Q6UN15 Q9UPN6 Q9UKF6 Q10570 Q9C0J8 O95639 Q9P2I0 Q9BYW2 Q92876,FIP1L1 SCAF8 CPSF3 CPSF1 WDR33 CPSF4 CPSF2 SETD2 KLK6
HuMAP2_00375,5,Q8NCN2 Q7LBC6 P08651 P07101,ZBTB34 KDM3B NFIC TH
HuMAP2_00376,5,Q8NI17 Q9Y4K1 Q6MZM0 Q9UKA2 P51178 A5D8V7 Q674R7 P78549 Q86SJ6,IL31RA CRYBG1 HEPHL1 FBXL4 PLCD1 ODAD3 ATG9B NTHL1 DSG4
HuMAP2_00377,5,Q9NRG0 Q9NRF9 Q9Y6Q1 Q9NRL2 Q9NR33 P56282 Q07864,CHRAC1 POLE3 CAPN6 BAZ1A POLE4 POLE2 POLE
HuMAP2_00378,5,P55160 Q15642 Q7L576 Q96F07 Q9Y2A7 Q92558 Q70E73 Q9UPY6 Q9Y6W5 Q400G9 Q8IZP0 Q9NYB9 Q8WUW1 Q6T4R5,NCKAP1L TRIP10 CYFIP1 CYFIP2 NCKAP1 WASF1 RAPH1 WASF3 WASF2 AMZ1 ABI1 ABI2 BRK1 NHS
HuMAP2_00379,5,Q16777 Q14137 Q15050,H2AC20 BOP1 RRS1
HuMAP2_00380,4,Q9UN30 Q86SE8 P06748 P16402 P16401,SCML1 NPM2 NPM1 H1-3 H1-5
HuMAP2_00381,5,Q8TBC3 Q96SI1 Q719H9 Q9Y597 Q6X4W1,SHKBP1 KCTD15 KCTD1 KCTD3 NSMF
HuMAP2_00382,5,Q9H496 O60613 O00264 Q8TAA9 Q6NUS6 Q96HE7 P30040 Q9UBM7 P43307 P02786 P50402 Q15125,TOR1AIP2 SELENOF PGRMC1 VANGL1 TCTN3 ERO1A ERP29 DHCR7 SSR1 TFRC EMD EBP
HuMAP2_00383,3,Q9NXX6 Q96MG7 Q96MF7 Q8WV22 Q96SB8 Q8IY18,NSMCE4A NSMCE3 NSMCE2 NSMCE1 SMC6 SMC5
HuMAP2_00384,5,Q9NU19 Q15782 Q86W26 Q16651 Q9UJ71 P80188 O95171 P54793 P49862,TBC1D22B CHI3L2 NLRP10 PRSS8 CD207 LCN2 SCEL ARSF KLK7
HuMAP2_00385,4,Q9H3U1 Q15477,UNC45A SKIC2
HuMAP2_00386,4,P46926 P11021 Q96HS1 P39748,GNPDA1 HSPA5 PGAM5 FEN1
HuMAP2_00387,5,Q15643 Q96MC5 Q02224 Q12934 Q13515,TRIP11 BMERB1 CENPE BFSP1 BFSP2
HuMAP2_00388,2,Q2KHM9 Q96M89 Q9Y2D8 Q9UPN4 Q8WXW3 O75665,KIAA0753 CCDC138 SSX2IP CEP131 PIBF1 OFD1
HuMAP2_00389,4,Q6UXS9 Q9UBF8 P29466 Q8NG50,CASP12 PI4KB CASP1 RDM1
HuMAP2_00390,4,Q8N4S0 Q6PIW4 Q96RT1 P20160,CCDC82 FIGNL1 ERBIN AZU1
HuMAP2_00391,4,Q9Y2H5 A2RUH7,PLEKHA6 MYBPHL
HuMAP2_00392,5,Q9NQH7 Q9NR28 Q9NRW4 Q96CA5 O75325 Q86WC4 O95837 P98170,XPNPEP3 DIABLO DUSP22 BIRC7 LRRN2 OSTM1 GNA14 XIAP
HuMAP2_00393,4,A6ND91 O15228 Q9Y4R8 P20711 P35613,ASPDH GNPAT TELO2 DDC BSG
HuMAP2_00394,5,P31152 P13727,MAPK4 PRG2
HuMAP2_00395,2,Q9H6F2 P14060 P26439,TMEM38A HSD3B1 HSD3B2
HuMAP2_00396,4,Q9H869 Q9UHA2 Q9P0T4 Q96C55 Q9H2P0,YY1AP1 SS18L2 ZNF581 ZNF524 ADNP
HuMAP2_00397,4,Q4VXU2 Q9NUD5 Q9BPZ3 Q9H074,PABPC1L ZCCHC3 PAIP2 PAIP1
HuMAP2_00398,3,P61764 O75558,STXBP1 STX11
HuMAP2_00399,4,Q14642 A6NED2 Q7L273 Q8N371 O14786,INPP5A RCCD1 KCTD9 KDM8 NRP1
HuMAP2_00400,5,Q68D85 Q92503 Q9Y426,NCR3LG1 SEC14L1 C2CD2
HuMAP2_00401,2,Q3SYB3 Q96EW2,FOXD4L6 HSPBAP1
HuMAP2_00402,3,Q9Y2I9 P0DPB3 Q9NYK6 Q9UIL1 Q9UHY8,TBC1D30 SCHIP1 EURL SCOC FEZ2
HuMAP2_00403,5,P84243 P52701 Q16626,H3-3A;H3-3B MSH6 MEA1
HuMAP2_00404,4,Q9H6A0 Q14978 Q8IZU1 Q13428,DENND2D NOLC1 FAM9A TCOF1
HuMAP2_00405,4,Q15052 Q14155 P05362 Q9Y2X7 Q14161 Q13177 Q13153,ARHGEF6 ARHGEF7 ICAM1 GIT1 GIT2 PAK2 PAK1
HuMAP2_00406,4,Q15776 P17029 P17040 Q8IWY8 O14709 Q8NF99 P17031,ZKSCAN8 ZKSCAN1 ZSCAN20 ZSCAN29 ZNF197 ZNF397 ZNF26
HuMAP2_00407,4,Q14738 Q15435 P13667 P51687 O00499 P47989,PPP2R5D PPP1R7 PDIA4 SUOX BIN1 XDH
HuMAP2_00408,5,Q9P0J0 Q9P032 O95167 Q16718 Q13216,NDUFA13 NDUFAF4 NDUFA3 NDUFA5 ERCC8
HuMAP2_00409,2,Q99961 Q99963 Q99962,SH3GL1 SH3GL3 SH3GL2
HuMAP2_00410,4,Q9UBP6 P57081 Q6V1X1,METTL1 WDR4 DPP8
HuMAP2_00411,4,Q2TAA8 Q7Z3E2 Q96NL0 Q59EK9 Q9UM22,TSNAXIP1 CCDC186 RUNDC3B RUNDC3A EPDR1
HuMAP2_00412,5,Q9UK22 Q14982 Q9P121,FBXO2 OPCML NTM
HuMAP2_00413,5,O75896 Q92598 Q13564 Q8TBC4,TUSC2 HSPH1 NAE1 UBA3
HuMAP2_00414,5,Q99666 P46060,RGPD5;RGPD6 RANGAP1
HuMAP2_00415,2,Q52LJ0 Q9Y224,FAM98B RTRAF
HuMAP2_00416,4,Q9UIF7 P29350 P17706,MUTYH PTPN6 PTPN2
HuMAP2_00417,3,Q9BPW9 Q9UKJ5,DHRS9 CHIC2
HuMAP2_00418,5,O14763 O00220 Q9BPY3 Q8NC42 Q16698 Q14790 Q08345 Q13158 Q9NZH6 Q16739 P48449 P25445,TNFRSF10B TNFRSF10A FAM118B RNF149 DECR1 CASP8 DDR1 FADD IL37 UGCG LSS FAS
HuMAP2_00419,2,Q9NTK5 P00568,OLA1 AK1
HuMAP2_00420,4,Q9BVJ6 O43143 O95834,UTP14A DHX15 EML2
HuMAP2_00421,4,Q58DX5 Q9Y3Q0 O75054,NAALADL2 NAALAD2 IGSF3
HuMAP2_00422,4,Q9Y4U1 Q9Y5P6 Q02127,MMACHC GMPPB DHODH
HuMAP2_00423,2,Q96FX7 Q9UJA5,TRMT61A TRMT6
HuMAP2_00424,4,P55017 Q14005,SLC12A3 IL16
HuMAP2_00425,4,Q14061 P60981,COX17 DSTN
HuMAP2_00426,4,Q86WD7 Q96S42,SERPINA9 NODAL
HuMAP2_00427,5,Q09161 P52298 Q96BZ8 Q9H814,NCBP1 NCBP2 LENG1 PHAX
HuMAP2_00428,5,Q6PKG0 Q9UPR6,LARP1 ZFR2
HuMAP2_00429,5,Q9ULP9 P21580 Q9Y5E4 Q96G74,TBC1D24 TNFAIP3 PCDHB5 OTUD5
HuMAP2_00430,2,P40938 P40937 P35250 P35251,RFC3 RFC5 RFC2 RFC1
HuMAP2_00431,5,Q9Y5S2 Q5VT25 Q8IV03 A0MZ66,CDC42BPB CDC42BPA LURAP1L SHTN1
HuMAP2_00432,2,P40189 P13725,IL6ST OSM
HuMAP2_00433,5,O00159 Q92882 Q12965,MYO1C OSTF1 MYO1E
HuMAP2_00434,5,P42356 Q6P4A8 Q8N8J0,PI4KA PLBD1 PI4KAP1
HuMAP2_00435,5,Q8N5K1 P21796 Q9Y277 Q9NZ45 O60762,CISD2 VDAC1 VDAC3 CISD1 DPM1
HuMAP2_00436,2,Q9BRJ6 Q6P5R6 P62917 O15226,C7orf50 RPL22L1 RPL8 NKRF
HuMAP2_00437,4,Q66K14 Q6ZT07,TBC1D9B TBC1D9
